0.03453333333333333,-0.16
0.0386,-0.11
0.043866666666666665,0.23
0.05006666666666667,0.24
0.032466666666666665,-0.28
0.04666666666666667,0.13
0.056933333333333336,0.62
0.060066666666666664,0.46
0.1104,1.29
0.10966666666666666,1.19
0.1366,1.76
0.12426666666666666,1.61
0.14706666666666668,1.8
0.15526666666666666,1.96
0.15586666666666665,1.97
0.13873333333333332,1.96
0.15786666666666666,2.0
0.15453333333333333,2.0
0.14933333333333335,2.0
0.15626666666666666,2.0
0.1464,2.0
0.15733333333333333,2.0
0.15253333333333333,2.0
0.14953333333333332,2.0
0.15633333333333332,2.0
0.14786666666666667,2.0
0.15373333333333333,2.0
0.15446666666666667,2.0
0.15746666666666667,2.0
0.1532,2.0
